Date,rented_count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Holiday,Functioning Day,Seasons,,
09/28/2018,0,8,15.2,58,1.7,2000,0.29,0,0,0,0,Autumn,,
09/28/2018,0,9,16.5,50,1.2,2000,0.66,0,0,0,0,Autumn,,
09/28/2018,0,10,17.4,51,1.3,1989,0.81,0,0,0,0,Autumn,,
09/28/2018,0,11,17.9,54,1.4,2000,0.73,0,0,0,0,Autumn,,
09/28/2018,0,12,19,52,1.2,2000,0.98,0,0,0,0,Autumn,,
09/28/2018,0,13,19.1,53,1.4,2000,0.76,0,0,0,0,Autumn,,
09/28/2018,0,14,19.4,53,1.4,2000,0.68,0,0,0,0,Autumn,,
09/28/2018,0,15,20.3,52,1.3,2000,1.15,0,0,0,0,Autumn,,
09/28/2018,0,16,21.9,46,1.2,1995,1.67,0,0,0,0,Autumn,,
09/28/2018,0,17,21.7,52,1.1,2000,0.79,0,0,0,0,Autumn,,
09/28/2018,0,18,20.4,56,1.7,2000,0.2,0,0,0,0,Autumn,,
09/28/2018,0,19,19.3,61,0.8,2000,0.01,0,0,0,0,Autumn,,
09/28/2018,0,20,18,67,0.7,2000,0,0,0,0,0,Autumn,,
09/28/2018,0,21,17.8,66,1.1,2000,0,0,0,0,0,Autumn,,
09/28/2018,0,22,17.1,70,1,2000,0,0,0,0,0,Autumn,,
09/28/2018,0,23,16.6,69,1,2000,0,0,0,0,0,Autumn,,
09/29/2018,1037,0,16.6,69,1,2000,0,0,0,0,1,Autumn,,
09/29/2018,982,1,16.2,71,0.9,2000,0,0,0,0,1,Autumn,,
09/29/2018,690,2,15.8,71,1.1,2000,0,0,0,0,1,Autumn,,
09/29/2018,493,3,15.5,73,1,2000,0,0,0,0,1,Autumn,,
09/29/2018,301,4,15.4,74,0.9,2000,0,0,0,0,1,Autumn,,
09/29/2018,208,5,15,77,0.5,2000,0,0,0,0,1,Autumn,,
09/29/2018,290,6,14.6,81,1,2000,0,0,0,0,1,Autumn,,
09/29/2018,513,7,14.7,76,0.8,2000,0.02,0,0,0,1,Autumn,,
09/29/2018,848,8,15.7,65,1.2,2000,0.54,0,0,0,1,Autumn,,
09/29/2018,1076,9,18.3,58,1.4,1958,1.24,0,0,0,1,Autumn,,
09/29/2018,1071,10,20.8,52,1.5,2000,1.88,0,0,0,1,Autumn,,
09/29/2018,1284,11,22.3,50,1.3,2000,2.36,0,0,0,1,Autumn,,
09/29/2018,1495,12,23.8,44,1.7,2000,2.66,0,0,0,1,Autumn,,
09/29/2018,1752,13,24.9,40,1.4,2000,2.75,0,0,0,1,Autumn,,
09/29/2018,1892,14,26.2,33,1.8,2000,2.62,0,0,0,1,Autumn,,
09/29/2018,2065,15,26.5,33,1.4,2000,2.25,0,0,0,1,Autumn,,
09/29/2018,2254,16,26.6,34,1.3,2000,1.69,0,0,0,1,Autumn,,
09/29/2018,2432,17,26.3,31,1,2000,1.03,0,0,0,1,Autumn,,
09/29/2018,2397,18,24.8,41,0.5,2000,0.33,0,0,0,1,Autumn,,
09/29/2018,2021,19,22.5,43,0.4,2000,0,0,0,0,1,Autumn,,
09/29/2018,1835,20,21.3,46,0.1,2000,0,0,0,0,1,Autumn,,
09/29/2018,1781,21,20.1,54,1.2,2000,0,0,0,0,1,Autumn,,
09/29/2018,1501,22,19.3,55,0.5,2000,0,0,0,0,1,Autumn,,
09/29/2018,1229,23,18.6,59,0.7,2000,0,0,0,0,1,Autumn,,
09/30/2018,0,0,18.1,60,0.2,2000,0,0,0,0,0,Autumn,,
09/30/2018,0,1,17.5,66,0.5,2000,0,0,0,0,0,Autumn,,
09/30/2018,0,2,17.3,68,0.7,2000,0,0,0,0,0,Autumn,,
09/30/2018,0,3,17,70,0.9,2000,0,0,0,0,0,Autumn,,
09/30/2018,0,4,16.6,73,0.3,2000,0,0,0,0,0,Autumn,,
09/30/2018,0,5,16.1,78,0.4,2000,0,0,0,0,0,Autumn,,
09/30/2018,0,6,15.5,80,0.4,2000,0,0,0,0,0,Autumn,,
09/30/2018,0,7,15.1,81,0.8,1939,0.03,0,0,0,0,Autumn,,
09/30/2018,0,8,16.2,69,1.1,2000,0.54,0,0,0,0,Autumn,,
09/30/2018,0,9,18.5,62,0.5,1847,1,0,0,0,0,Autumn,,
09/30/2018,0,10,20.7,62,1.3,1679,1.41,0,0,0,0,Autumn,,
09/30/2018,0,11,20.2,63,2.8,1195,1.25,0,0,0,0,Autumn,,
09/30/2018,0,12,20.8,47,3.1,1665,2,0,0,0,0,Autumn,,
09/30/2018,0,13,21.1,42,4.6,1954,2.74,0,0,0,0,Autumn,,
09/30/2018,0,14,21.1,32,4.4,1999,2.48,0,0,0,0,Autumn,,
09/30/2018,0,15,21.3,32,3.8,2000,2.31,0,0,0,0,Autumn,,
09/30/2018,0,16,21.2,28,3.2,2000,1.77,0,0,0,0,Autumn,,
09/30/2018,0,17,20.4,31,3.2,2000,1.06,0,0,0,0,Autumn,,
09/30/2018,0,18,18.3,34,3.3,2000,0.36,0,0,0,0,Autumn,,
09/30/2018,0,19,17.1,35,2.9,2000,0,0,0,0,0,Autumn,,
09/30/2018,0,20,16,39,2.9,2000,0,0,0,0,0,Autumn,,
09/30/2018,0,21,15.2,40,3,2000,0,0,0,0,0,Autumn,,
09/30/2018,0,22,14.6,46,2.2,2000,0,0,0,0,0,Autumn,,
09/30/2018,0,23,14.1,53,2.1,2000,0,0,0,0,0,Autumn,,
10/01/2018,680,0,14.1,55,2.6,2000,0,0,0,0,1,Autumn,,
10/01/2018,402,1,13.9,57,2,2000,0,0,0,0,1,Autumn,,
10/01/2018,262,2,13.9,56,2.4,2000,0,0,0,0,1,Autumn,,
10/01/2018,179,3,13.6,56,1.6,2000,0,0,0,0,1,Autumn,,
10/01/2018,143,4,13.7,56,1.9,2000,0,0,0,0,1,Autumn,,
10/01/2018,246,5,13.7,57,1.8,1999,0,0,0,0,1,Autumn,,
10/01/2018,632,6,13.3,56,2.3,2000,0,0,0,0,1,Autumn,,
10/01/2018,1429,7,13.1,58,2.1,1997,0.03,0,0,0,1,Autumn,,
10/01/2018,2101,8,13.7,54,2.4,1960,0.39,0,0,0,1,Autumn,,
10/01/2018,1106,9,14.9,50,3.4,1989,1.08,0,0,0,1,Autumn,,
10/01/2018,856,10,16.3,47,3.6,1815,1.93,0,0,0,1,Autumn,,
10/01/2018,959,11,17,45,4.5,1966,2.04,0,0,0,1,Autumn,,
10/01/2018,1138,12,18.4,40,3.5,1958,2.28,0,0,0,1,Autumn,,
10/01/2018,1087,13,17.6,49,4.7,2000,1.89,0,0,0,1,Autumn,,
10/01/2018,1137,14,19.3,36,3.5,1986,2.28,0,0,0,1,Autumn,,
10/01/2018,1258,15,19,40,3.8,1983,1.96,0,0,0,1,Autumn,,
10/01/2018,1357,16,17.7,47,3.4,2000,0.81,0,0,0,1,Autumn,,
10/01/2018,1799,17,17.2,53,2.9,2000,0.25,0,0,0,1,Autumn,,
10/01/2018,2857,18,16.6,61,2.9,2000,0.16,0,0,0,1,Autumn,,
10/01/2018,2122,19,16.2,62,2.2,2000,0,0,0,0,1,Autumn,,
10/01/2018,1824,20,15.4,63,2.1,2000,0,0,0,0,1,Autumn,,
10/01/2018,1777,21,14.6,66,4,2000,0,0,0,0,1,Autumn,,
10/01/2018,1501,22,13.9,69,0.5,2000,0,0,0,0,1,Autumn,,
10/01/2018,1057,23,13.4,69,3.7,2000,0,0,0,0,1,Autumn,,
10/02/2018,0,0,13,72,1.8,1987,0,0,0,0,0,Autumn,,
10/02/2018,0,1,12.5,74,1.9,1992,0,0,0,0,0,Autumn,,
10/02/2018,0,2,12.3,75,1.6,1840,0,0,0,0,0,Autumn,,
10/02/2018,0,3,11.8,78,0.3,1843,0,0,0,0,0,Autumn,,
10/02/2018,0,4,11.2,80,0.3,1236,0,0,0,0,0,Autumn,,
10/02/2018,0,5,10.8,82,0.3,1778,0,0,0,0,0,Autumn,,
10/02/2018,0,6,10.6,81,0,1798,0,0,0,0,0,Autumn,,
10/02/2018,0,7,10.4,81,0.3,1956,0.02,0,0,0,0,Autumn,,
10/02/2018,0,8,11.2,69,0.9,1714,0.49,0,0,0,0,Autumn,,
10/02/2018,0,9,13.9,66,1.6,1427,1.11,0,0,0,0,Autumn,,
10/02/2018,0,10,16.7,58,2.4,1554,1.81,0,0,0,0,Autumn,,
10/02/2018,0,11,18.3,44,3,1878,2.35,0,0,0,0,Autumn,,
10/02/2018,0,12,19.4,41,3.1,1956,2.67,0,0,0,0,Autumn,,
10/02/2018,0,13,20.4,36,2.6,1776,2.71,0,0,0,0,Autumn,,
10/02/2018,0,14,21.5,39,2.5,1691,2.56,0,0,0,0,Autumn,,
10/02/2018,0,15,21.8,38,2.6,1913,2.22,0,0,0,0,Autumn,,
10/02/2018,0,16,21.7,36,3.2,1929,1.64,0,0,0,0,Autumn,,
10/02/2018,0,17,21.2,40,2.4,2000,0.98,0,0,0,0,Autumn,,
10/02/2018,0,18,19.2,48,2.2,2000,0.28,0,0,0,0,Autumn,,
10/02/2018,0,19,17.6,57,1.7,2000,0,0,0,0,0,Autumn,,
10/02/2018,0,20,16.8,62,2,2000,0,0,0,0,0,Autumn,,
10/02/2018,0,21,16.2,65,1.5,2000,0,0,0,0,0,Autumn,,
10/02/2018,0,22,15.5,69,0.8,1987,0,0,0,0,0,Autumn,,
10/02/2018,0,23,14.8,68,0.1,1994,0,0,0,0,0,Autumn,,
10/03/2018,1040,0,14.5,74,0.4,2000,0,0,0,1,1,Autumn,,
10/03/2018,882,1,13.8,75,0.5,2000,0,0,0,1,1,Autumn,,
10/03/2018,685,2,13.2,77,1.2,1972,0,0,0,1,1,Autumn,,
10/03/2018,497,3,12.6,78,0.6,1907,0,0,0,1,1,Autumn,,
10/03/2018,284,4,12.1,80,1.2,1834,0,0,0,1,1,Autumn,,
10/03/2018,173,5,11.8,82,1.1,1878,0,0,0,1,1,Autumn,,
10/03/2018,278,6,11.4,84,0.3,1742,0,0,0,1,1,Autumn,,
10/03/2018,440,7,11.2,85,0.3,1593,0.02,0,0,1,1,Autumn,,
10/03/2018,762,8,11.8,73,1,1649,0.49,0,0,1,1,Autumn,,
10/03/2018,966,9,14.4,61,0.7,1340,1.21,0,0,1,1,Autumn,,
10/03/2018,1113,10,17.3,53,0.7,1406,1.83,0,0,1,1,Autumn,,
10/03/2018,1248,11,20.3,46,1.6,1409,2.29,0,0,1,1,Autumn,,
10/03/2018,1634,12,21.4,40,1.4,1973,2.53,0,0,1,1,Autumn,,
10/03/2018,1849,13,22.5,40,2.6,1854,2.64,0,0,1,1,Autumn,,
10/03/2018,1995,14,23.4,35,1.6,1972,2.51,0,0,1,1,Autumn,,
10/03/2018,2200,15,24.1,34,2,1996,2.14,0,0,1,1,Autumn,,
10/03/2018,2112,16,24,34,2.7,2000,1.62,0,0,1,1,Autumn,,
10/03/2018,2400,17,23.3,36,1.7,1960,0.95,0,0,1,1,Autumn,,
10/03/2018,2235,18,21.5,43,1.8,2000,0.26,0,0,1,1,Autumn,,
10/03/2018,1792,19,20,49,1.5,2000,0,0,0,1,1,Autumn,,
10/03/2018,1744,20,18.6,55,1.5,2000,0,0,0,1,1,Autumn,,
10/03/2018,1594,21,17.6,59,1.6,2000,0,0,0,1,1,Autumn,,
10/03/2018,1393,22,16.9,63,0.2,2000,0,0,0,1,1,Autumn,,
10/03/2018,1033,23,16.1,63,0.6,2000,0,0,0,1,1,Autumn,,
10/04/2018,0,0,15.5,65,0.8,2000,0,0,0,0,0,Autumn,,
10/04/2018,0,1,14.7,69,0.6,2000,0,0,0,0,0,Autumn,,
10/04/2018,0,2,14,73,0.5,1992,0,0,0,0,0,Autumn,,
10/04/2018,0,3,13.6,75,0.8,1960,0,0,0,0,0,Autumn,,
10/04/2018,0,4,13.3,75,0.4,1792,0,0,0,0,0,Autumn,,
10/04/2018,0,5,13.2,73,0.9,1857,0,0,0,0,0,Autumn,,
10/04/2018,0,6,13.2,73,1.1,1900,0,0,0,0,0,Autumn,,
10/04/2018,0,7,13.2,75,0.8,1780,0.01,0,0,0,0,Autumn,,
10/04/2018,0,8,13.9,68,0.9,1912,0.34,0,0,0,0,Autumn,,
10/04/2018,0,9,16.7,58,1.8,1821,1.22,0,0,0,0,Autumn,,
10/04/2018,0,10,19,49,1.7,1980,1.73,0,0,0,0,Autumn,,
10/04/2018,0,11,21.3,41,1.9,1963,2.36,0,0,0,0,Autumn,,
10/04/2018,0,12,23.2,38,1.7,1990,2.44,0,0,0,0,Autumn,,
10/04/2018,0,13,23.4,39,1.4,2000,1.72,0,0,0,0,Autumn,,
10/04/2018,0,14,24.3,39,1.7,2000,2.18,0,0,0,0,Autumn,,
10/04/2018,0,15,25.3,39,1.6,2000,1.88,0,0,0,0,Autumn,,
10/04/2018,0,16,25.1,41,1,2000,1.22,0,0,0,0,Autumn,,
10/04/2018,0,17,24.2,44,1.5,2000,0.58,0,0,0,0,Autumn,,
10/04/2018,0,18,23.1,48,1.3,2000,0.2,0,0,0,0,Autumn,,
10/04/2018,0,19,22.3,50,1.4,2000,0,0,0,0,0,Autumn,,
10/04/2018,0,20,21.3,53,1.8,2000,0,0,0,0,0,Autumn,,
10/04/2018,0,21,20.5,57,2,2000,0,0,0,0,0,Autumn,,
10/04/2018,0,22,19.8,60,1.6,2000,0,0,0,0,0,Autumn,,
10/04/2018,0,23,19.4,62,1.7,2000,0,0,0,0,0,Autumn,,
10/05/2018,973,0,19,64,1.9,2000,0,0,0,0,1,Autumn,,
10/05/2018,735,1,18.6,66,1.7,2000,0,0,0,0,1,Autumn,,
10/05/2018,515,2,18.2,64,2,2000,0,0,0,0,1,Autumn,,
10/05/2018,329,3,18,61,1.8,2000,0,0,0,0,1,Autumn,,
10/05/2018,221,4,17.7,57,1.3,2000,0,0,0,0,1,Autumn,,
10/05/2018,223,5,17.6,57,1.1,2000,0,0,0,0,1,Autumn,,
10/05/2018,531,6,17.7,55,1.5,2000,0,0,0,0,1,Autumn,,
10/05/2018,282,7,17.7,56,1.3,2000,0,0,0,0,1,Autumn,,
10/05/2018,208,8,16.9,72,1.3,2000,0.04,0.3,0,0,1,Autumn,,
10/05/2018,47,9,16.3,85,1.8,942,0.13,1.2,0,0,1,Autumn,,
10/05/2018,33,10,15.8,89,1.8,742,0.18,1.5,0,0,1,Autumn,,
10/05/2018,29,11,16.1,89,2.4,1112,0.4,1.5,0,0,1,Autumn,,
10/05/2018,23,12,16.6,90,1.7,518,0.51,2,0,0,1,Autumn,,
10/05/2018,22,13,16.9,95,1.6,325,0.48,4,0,0,1,Autumn,,
10/05/2018,17,14,17.2,95,1.6,553,0.48,2.5,0,0,1,Autumn,,
10/05/2018,8,15,17.2,96,0.6,213,0.26,4,0,0,1,Autumn,,
10/05/2018,28,16,17.1,97,1.7,382,0.15,6,0,0,1,Autumn,,
10/05/2018,66,17,16.9,97,2.1,728,0.08,5.5,0,0,1,Autumn,,
10/05/2018,74,18,16.7,96,1.6,1461,0.03,1,0,0,1,Autumn,,
10/05/2018,55,19,16.6,96,2.4,1072,0,1.5,0,0,1,Autumn,,
10/05/2018,44,20,16.5,96,2.7,1047,0,1,0,0,1,Autumn,,
10/05/2018,32,21,16.5,96,2.2,963,0,1.5,0,0,1,Autumn,,
10/05/2018,23,22,16.2,92,2.6,1771,0,1.5,0,0,1,Autumn,,
10/05/2018,4,23,16.3,91,1.8,1811,0,0.5,0,0,1,Autumn,,
10/06/2018,0,0,16.4,94,1.8,1744,0,1,0,0,0,Autumn,,
10/06/2018,0,1,16.7,89,2.4,1814,0,1,0,0,0,Autumn,,
10/06/2018,0,2,16.9,88,2.5,2000,0,1.5,0,0,0,Autumn,,
10/06/2018,0,3,16.8,90,3.3,1601,0,2,0,0,0,Autumn,,
10/06/2018,0,4,16.9,89,2.7,1577,0,2.5,0,0,0,Autumn,,
10/06/2018,0,5,16.7,93,2.8,360,0,4.5,0,0,0,Autumn,,
10/06/2018,0,6,16.5,96,2.3,417,0,8.5,0,0,0,Autumn,,
10/06/2018,5,7,16.5,97,2.3,364,0,9.5,0,0,1,Autumn,,
10/06/2018,6,8,16.6,97,2,457,0.01,9,0,0,1,Autumn,,
10/06/2018,5,9,16.7,97,2.9,550,0.05,6,0,0,1,Autumn,,
10/06/2018,2,10,17,97,1.5,676,0.15,6,0,0,1,Autumn,,
10/06/2018,20,11,17.5,95,2,1214,0.35,3.5,0,0,1,Autumn,,
10/06/2018,130,12,18,92,2.9,1999,0.45,1,0,0,1,Autumn,,
10/06/2018,529,13,17.7,89,5,2000,0.62,0.5,0,0,1,Autumn,,
10/06/2018,941,14,19.3,79,3.6,2000,1.36,0,0,0,1,Autumn,,
10/06/2018,1236,15,21,67,4.1,2000,2.05,0,0,0,1,Autumn,,
10/06/2018,1601,16,21.5,62,3.4,2000,1.26,0,0,0,1,Autumn,,
10/06/2018,1870,17,21.1,64,1.2,2000,0.4,0,0,0,1,Autumn,,
10/06/2018,2012,18,20.5,66,1.2,2000,0.16,0,0,0,1,Autumn,,
10/06/2018,1761,19,19.7,72,0.6,2000,0,0,0,0,1,Autumn,,
10/06/2018,1567,20,19.4,67,0.8,2000,0,0,0,0,1,Autumn,,
10/06/2018,1731,21,18.5,78,0.1,2000,0,0,0,0,1,Autumn,,
10/06/2018,1459,22,17.7,78,0.3,2000,0,0,0,0,1,Autumn,,
10/06/2018,1162,23,16.9,84,0.9,2000,0,0,0,0,1,Autumn,,
10/07/2018,1049,0,16.3,86,0.3,2000,0,0,0,0,1,Autumn,,
10/07/2018,768,1,16,88,1.2,2000,0,0,0,0,1,Autumn,,
10/07/2018,538,2,15.7,88,0.4,2000,0,0,0,0,1,Autumn,,
10/07/2018,372,3,15.5,88,1.7,1998,0,0,0,0,1,Autumn,,
10/07/2018,255,4,15.1,90,1.2,850,0,0,0,0,1,Autumn,,
10/07/2018,146,5,15.1,89,1.1,1615,0,0,0,0,1,Autumn,,
10/07/2018,189,6,14.8,89,0.2,1490,0,0,0,0,1,Autumn,,
10/07/2018,345,7,14.3,89,0.6,1165,0.03,0,0,0,1,Autumn,,
10/07/2018,589,8,14.6,71,1,1896,0.43,0,0,0,1,Autumn,,
10/07/2018,753,9,16.2,60,1.9,1899,1.16,0,0,0,1,Autumn,,
10/07/2018,932,10,18.1,56,2.6,1720,1.79,0,0,0,1,Autumn,,
10/07/2018,1188,11,19.1,56,2.4,1802,2.15,0,0,0,1,Autumn,,
10/07/2018,1516,12,19.8,46,2.5,1837,2.3,0,0,0,1,Autumn,,
10/07/2018,1714,13,20.1,41,3,1963,2.34,0,0,0,1,Autumn,,
10/07/2018,1987,14,20.2,42,2.8,1832,1.87,0,0,0,1,Autumn,,
10/07/2018,2167,15,20.4,36,2.8,2000,1.56,0,0,0,1,Autumn,,
10/07/2018,2270,16,20.7,34,2,2000,1.23,0,0,0,1,Autumn,,
10/07/2018,2255,17,19.4,32,3.2,2000,0.63,0,0,0,1,Autumn,,
10/07/2018,2069,18,17.9,29,2.8,2000,0.16,0,0,0,1,Autumn,,
10/07/2018,1608,19,16.6,36,1.4,2000,0,0,0,0,1,Autumn,,
10/07/2018,1519,20,15.5,37,1.9,2000,0,0,0,0,1,Autumn,,
10/07/2018,1385,21,14.4,36,1,2000,0,0,0,0,1,Autumn,,
10/07/2018,1160,22,13.6,38,1.5,2000,0,0,0,0,1,Autumn,,
10/07/2018,840,23,12.9,38,1.5,2000,0,0,0,0,1,Autumn,,
10/08/2018,711,0,12.3,44,0.8,2000,0,0,0,0,1,Autumn,,
10/08/2018,390,1,11.7,52,1.1,2000,0,0,0,0,1,Autumn,,
10/08/2018,265,2,11.1,56,1.4,2000,0,0,0,0,1,Autumn,,
10/08/2018,192,3,10.8,59,0.5,2000,0,0,0,0,1,Autumn,,
10/08/2018,123,4,10.4,61,0.6,2000,0,0,0,0,1,Autumn,,
10/08/2018,215,5,9.8,63,0.5,2000,0,0,0,0,1,Autumn,,
10/08/2018,503,6,9.5,68,0.9,2000,0,0,0,0,1,Autumn,,
10/08/2018,1206,7,9.2,72,1,2000,0.01,0,0,0,1,Autumn,,
10/08/2018,2005,8,9.9,66,1.2,2000,0.35,0,0,0,1,Autumn,,
10/08/2018,1166,9,12.2,51,0.7,1918,1.02,0,0,0,1,Autumn,,
10/08/2018,943,10,15,44,0.5,1839,1.48,0,0,0,1,Autumn,,
10/08/2018,1117,11,17.9,39,1.3,1873,2.06,0,0,0,1,Autumn,,
10/08/2018,1238,12,19.2,31,0.5,1994,2.4,0,0,0,1,Autumn,,
10/08/2018,1303,13,20.2,28,1.3,2000,2.25,0,0,0,1,Autumn,,
10/08/2018,1358,14,20.2,24,1.5,2000,1.8,0,0,0,1,Autumn,,
10/08/2018,1502,15,20.6,26,1.2,2000,1.76,0,0,0,1,Autumn,,
10/08/2018,1603,16,20.3,25,1.8,2000,1.15,0,0,0,1,Autumn,,
10/08/2018,2127,17,20,28,0.7,2000,0.79,0,0,0,1,Autumn,,
10/08/2018,2787,18,18.1,39,1,2000,0.21,0,0,0,1,Autumn,,
10/08/2018,2150,19,16.4,42,1.8,2000,0,0,0,0,1,Autumn,,
10/08/2018,1838,20,15.5,45,2.2,2000,0,0,0,0,1,Autumn,,
10/08/2018,1788,21,15.1,48,2.6,2000,0,0,0,0,1,Autumn,,
10/08/2018,1636,22,14.4,49,1.1,2000,0,0,0,0,1,Autumn,,
10/08/2018,1196,23,13.5,55,0.5,2000,0,0,0,0,1,Autumn,,
10/09/2018,0,0,12.6,54,0.2,2000,0,0,0,1,0,Autumn,,
10/09/2018,0,1,12,58,0.7,2000,0,0,0,1,0,Autumn,,
10/09/2018,0,2,11.4,65,1.1,2000,0,0,0,1,0,Autumn,,
10/09/2018,0,3,11,66,0.9,2000,0,0,0,1,0,Autumn,,
10/09/2018,0,4,11,63,0.8,2000,0,0,0,1,0,Autumn,,
10/09/2018,0,5,10.8,64,0.8,2000,0,0,0,1,0,Autumn,,
10/09/2018,0,6,10.8,69,0.8,2000,0,0,0,1,0,Autumn,,
10/09/2018,0,7,10.9,70,0.7,2000,0,0,0,1,0,Autumn,,
10/09/2018,0,8,11.4,66,0.8,1991,0.18,0,0,1,0,Autumn,,
10/09/2018,0,9,12.8,57,1.2,1838,0.55,0,0,1,0,Autumn,,
10/09/2018,0,10,14.8,51,1,1998,1.07,0,0,1,0,Autumn,,
10/09/2018,0,11,16.4,45,0.7,2000,1.22,0,0,1,0,Autumn,,
10/09/2018,0,12,18.3,40,0.6,1995,1.82,0,0,1,0,Autumn,,
10/09/2018,0,13,19.2,39,1,2000,1.66,0,0,1,0,Autumn,,
10/09/2018,0,14,18.8,39,1.6,2000,0.67,0,0,1,0,Autumn,,
10/09/2018,0,15,18.3,40,1.2,2000,0.33,0,0,1,0,Autumn,,
10/09/2018,0,16,19,39,1.4,2000,0.89,0,0,1,0,Autumn,,
10/09/2018,0,17,18.4,39,2.1,2000,0.45,0,0,1,0,Autumn,,
10/09/2018,0,18,17.7,43,1.5,2000,0.05,0,0,1,0,Autumn,,
10/09/2018,0,19,17.3,47,2.2,2000,0,0,0,1,0,Autumn,,
10/09/2018,0,20,17,49,1.4,2000,0,0,0,1,0,Autumn,,
10/09/2018,0,21,16.8,52,1.6,2000,0,0,0,1,0,Autumn,,
10/09/2018,0,22,16.7,55,1.9,2000,0,0,0,1,0,Autumn,,
10/09/2018,0,23,16.6,53,1.1,2000,0,0,0,1,0,Autumn,,
10/10/2018,643,0,16.6,53,0.9,2000,0,0,0,0,1,Autumn,,
10/10/2018,144,1,16.6,57,1.5,2000,0,0,0,0,1,Autumn,,
10/10/2018,55,2,14.4,91,0.4,402,0,4.5,0,0,1,Autumn,,
10/10/2018,90,3,14.3,95,1,967,0,2.5,0,0,1,Autumn,,
10/10/2018,82,4,14.3,92,2,714,0,0,0,0,1,Autumn,,
10/10/2018,152,5,13.6,89,2.7,990,0,0,0,0,1,Autumn,,
10/10/2018,441,6,12.6,86,1.9,1430,0,0,0,0,1,Autumn,,
10/10/2018,1220,7,12.3,84,3.2,1220,0,0,0,0,1,Autumn,,
10/10/2018,2082,8,11.8,80,3.7,1518,0.16,0,0,0,1,Autumn,,
10/10/2018,1097,9,12,72,3.3,1650,0.68,0,0,0,1,Autumn,,
10/10/2018,792,10,12,61,4.1,1981,0.86,0,0,0,1,Autumn,,
10/10/2018,914,11,12.7,50,3.3,1999,1.61,0,0,0,1,Autumn,,
10/10/2018,1006,12,13.7,43,3.4,1980,1.65,0,0,0,1,Autumn,,
10/10/2018,1015,13,14.3,43,3.6,1995,1.86,0,0,0,1,Autumn,,
10/10/2018,1041,14,14,43,2.8,2000,1.13,0,0,0,1,Autumn,,
10/10/2018,1171,15,13.7,44,3.9,2000,0.83,0,0,0,1,Autumn,,
10/10/2018,1363,16,13.8,43,3.7,2000,0.74,0,0,0,1,Autumn,,
10/10/2018,1775,17,13.1,45,3.1,2000,0.62,0,0,0,1,Autumn,,
10/10/2018,2514,18,12.2,45,3.1,2000,0.16,0,0,0,1,Autumn,,
10/10/2018,1723,19,11.3,50,1.1,2000,0,0,0,0,1,Autumn,,
10/10/2018,1489,20,10.6,48,2,2000,0,0,0,0,1,Autumn,,
10/10/2018,1445,21,9.9,50,1.2,2000,0,0,0,0,1,Autumn,,
10/10/2018,1255,22,9.2,55,0.9,2000,0,0,0,0,1,Autumn,,
10/10/2018,901,23,8.5,52,0.6,2000,0,0,0,0,1,Autumn,,
10/11/2018,707,0,7.9,53,0.9,2000,0,0,0,0,1,Autumn,,
10/11/2018,541,1,7.3,59,0.1,2000,0,0,0,0,1,Autumn,,
10/11/2018,341,2,7.1,64,0.9,2000,0,0,0,0,1,Autumn,,
10/11/2018,218,3,6.7,71,1,2000,0,0,0,0,1,Autumn,,
10/11/2018,145,4,6.6,69,0.9,2000,0,0,0,0,1,Autumn,,
10/11/2018,197,5,6.6,73,1.1,2000,0,0,0,0,1,Autumn,,
10/11/2018,518,6,6.6,65,1.6,2000,0,0,0,0,1,Autumn,,
10/11/2018,1233,7,6.3,65,1,2000,0.01,0,0,0,1,Autumn,,
10/11/2018,2000,8,7,56,3.1,1971,0.44,0,0,0,1,Autumn,,
10/11/2018,1070,9,8.4,49,2.6,2000,1.17,0,0,0,1,Autumn,,
10/11/2018,792,10,10.2,44,2.3,1986,1.8,0,0,0,1,Autumn,,
10/11/2018,926,11,11.7,36,4.3,2000,2.28,0,0,0,1,Autumn,,
10/11/2018,967,12,13.2,31,3.8,2000,2.58,0,0,0,1,Autumn,,
10/11/2018,1000,13,13.5,32,5,1990,2.56,0,0,0,1,Autumn,,
10/11/2018,991,14,13.4,32,4.9,2000,1.78,0,0,0,1,Autumn,,
10/11/2018,1054,15,13,39,3.7,2000,1.09,0,0,0,1,Autumn,,
10/11/2018,1284,16,13.8,36,2.9,2000,0.98,0,0,0,1,Autumn,,
10/11/2018,1685,17,13.2,36,3.6,2000,0.55,0,0,0,1,Autumn,,
10/11/2018,2378,18,12.1,40,2.4,1854,0.18,0,0,0,1,Autumn,,
10/11/2018,1614,19,11.1,43,2,2000,0,0,0,0,1,Autumn,,
10/11/2018,1389,20,10.2,46,0.2,2000,0,0,0,0,1,Autumn,,
10/11/2018,1398,21,9.3,52,1.5,2000,0,0,0,0,1,Autumn,,
10/11/2018,1221,22,8.8,55,1.6,2000,0,0,0,0,1,Autumn,,
10/11/2018,857,23,8.4,60,1.5,2000,0,0,0,0,1,Autumn,,
10/12/2018,706,0,8.2,61,1.3,2000,0,0,0,0,1,Autumn,,
10/12/2018,531,1,7.6,63,1.2,2000,0,0,0,0,1,Autumn,,
10/12/2018,409,2,7.1,61,0.6,2000,0,0,0,0,1,Autumn,,
